bagaimna,bagaimana,selamat pagi admind saya ingin mnhikuti live chat pada hti ini bagaimna caranya ya 
tanyak,tanya ,dok saya mw tanyak apa penyebab cairan berbau dan bagaimana menanggulangi trims
negativ,.,mau tanya sudah sebulan ini saya tidak ikut kb trus sudah minggu saya terlambat haid tapi setelah cek kehamilan pake sensitive hasilnya negativ apakah ada potensi kehamilan 
diksh,dikasih,met mlm dok aku mau tnya bayi umur bln klo diksh mkn pisang kenyang apa tdk sih trusnya klo diksh bubur brs merah bayi ku psti menangis knpa ya tp klo diksh mkn pisang ngga jstru doyan udh gitu blh ngga umr b bln udh diksh mkn tim
mlam,malam,mlam boleh k ank bln diberi makan bubur nasi dicampur dgn daging kepiting yg halus mkzi y mba ats jwbnnya bunda tiwi
bgaimna,bagaimana,dok slm knl sy hamil anak prtama dan sbntar lgi sya akn melahirkan tp ad sedikit rasa takut bgaimna mempersiapkn mental yg baik untuk mnghadapi nya 
tnggl,tanggal,ass bunda bunda sya mo tnya sudah hampir hari ini sya mrasakan pyudara sya skit trs akhr ni jga sya sering mrasa mual tp stlah sya tespack trnyta hasilnya ngatif msa prtama mens sya kmrin jga hnya hari bunda tnggl maret sya ingin priksakan ke bidan tp sya takut bgaimana ya bnda 
sbelah,sebelah,selamat malam dokter saya ingin bertanya saya sekarang sedang hamil minggu pada saat saya tidur dalam posisi terlentang tapi tidak begitu lama stelah itu saya ingin ganti posisi miring ke arah kiri tapi tiba aja terasa linu d bag pangkal paha betis sbelah kanan sampe untuk bangun saja ga bisa harus d urut dlu bru bisa bangun yang in gin saya tanyakan qra pnyebabnya apa ya dok dan bgaimana cara penyembuhan nya trimakash
jwbn,jawab,hai dokter salm knl ya gni dok sy mau nmbh mmongan yg ke jarak ny ank pertama th krn susah hamil ternyata indung telur sy kecil stlh di usg adakah mknn atau obat spy indung telur bs matang ya dok bln yg lalu sy smpt hamil bln tp tdk berkembang janin ny dok sy sngt kcwa wktu janin sy gugur mohon petunjuk ny ya dok atas jwbn ny terima ksh bnyk 
kcil,kecil,aq pnya anak brusia thn blan apakah jika ibu menyusui itu kemungkinan untuk hmil lg kcil dan jika hari prtama aq mens tgl april maka tanggal masa subur ku kira tgl brapa y mhon djwab trima kasih
pngen,pengin,ass bunda pngen nnya istri sya kan anak pertama ngelahirin sesar ni kehamilan yg ke trus skrang uda msuk bln pti sring kluar cairan keputihan gmna sya cra mnangani nya sya sbagai suami nya sngat kuatir mksih 
kliatan,keliatan,hai sya nikah bln november thn lalu terakhir haid tgl januari skrg sya telat hari dan sya ngalamin tnda hamil dan jg ada bercak pink kecoklatan tp sudah lima kali di tespack hasilnya negatif usg jg gak kliatan apa itu hamil 
ngasih,.,dok rambut sy emg udah tipis mudah rontok dan sejak hamil skrg udah minggu rontoknya makin parah tiap dipegang ada aja yg jatuh abis kramas disisir jg banyak yg rontok skrg rambut makin tipis dan kulit kepala spt hampir terlihat ngeri lah pokoknya brusaha gak stres agar gak memperparah tp tiap liat disisir ada yg jatuh rasanya sedih ada saran sebaiknya bgmn ya dok mau ngasih apa takut ada efek sampingnya makasiih dok 
nsaya,saya,selamat siang dok nsaya sedang hamil dgn usia kehamilan hampir bln tapi akhir ini sering keluar plek merah kenapa ya dok apakah membahayakn ntrimakasih
kpan,kapan,masa subur saya kpan tiap bulan haid tanggl bulan agustus bulan september juga tanggal apa itu normal 
brtanya,bertannya,ass doc sy mau brtanya langsung tentang nyeri haid pas dtg bulan dr sy blm menikah hgga sy sudah punya anak knpa ms sering mrsakan sakit bila bulan sy dtang ats jwbnya trmksh bnyak 
mnta,minta ,mba saya mau tanya km udh nkh thn tp blm dberi ktruna stlh km periksa kdktr dr hslny sperma suami saya yg aktf hanya sedikit prtnyaan saya ap yg hrs km lakukan dan mnta sarannya agar km dpt momongan mksh
brumur,umur,mlm bun sy ibu org anak usia sy thn anak sy baru brumur thn tp kenapa mens sy ga lancar n badan sy bertambah gemuk sy pke kb yg sbulan skali kadang yg bln skali sy mau solusinya bun biar lancar haid n tidak gemuk
bnget,banget,ank lki qu dh th aktif bnget tp susah mkn gmna solusinya 
bngung,bingung,slmat pagi dok aku kasna mau tanya kok asi ku blom kluar ya sdh hari dri msa klhirn bayiku jdi bngung pdahal dia mao asii
khmln,hamil,dok sya mu tnya tntang imunisasi skrg khmln sya mngnjak bln dri awal khmln sya prksa k dkter spog tp tdk prnh di imunisasi lalu prnh prksa ke bdn wktu usia khmln bln trs di imunisasi tp smpe usia khlmln bln ini bru x imunisasi kta bidan hrs nya udh x imunisasi prlu gk dok sya imunisasi lgi 
sminggu,minggu,dok sy sudah mnikah hampir th namun belum juga hamil pernah sya telat hmpir bln sya tespeck positive tp hr kemudian keluar plek hitam sprti klo mau haid tp cm hr sminggu kmudian aya prksa ke bidan trnyata negatif apkh itu brpngruh pd ktrlmbtan sy untuk hamil 
ktanya,katanya,dok q abz dkuret setelah khamilan bln skarang belum hamil lg pdhal uda kpengin bgt ktanya vit e kn baik untuk kesuburan kalo q mengkonsumsi vit e yg buat kulit kya di iklan baik ga ya dok prduk vit e yg baik pa dok mhon jwbanya
lngsung,langsung ,dok sy melahirkan secara caesar pd tgl maret dan sy lngsung menggunakan kb susuk dan sekarang udh hanpir bulan darahnya belum berhenti juga smp saat ini sy pun belum kontrol lg ke rs apakah ada pengaruhnya dengan kb susuk mohon pencerahannya terima kasih sebelumnya 
mgkin,mungkin,dok anak sya dri lahir sya ksi asi tp asi sya kurang byk jdinya agak rewel trus kta mama diksi sufor aj jdinya nyampur kdg asi kdng sufor apkh tidak pengaruh pd tumbuh kmbgnya trus bab nya jga wrna agk hijau apkh mgkin krna susunya nyampur mhon penjelasan dri doktr terima ksih 
trlalu,terlalu,klu aku krja trlalu capek seharian trus smpe stres ringan pusing trus klo mlm nya lgi tdur sperma aku kluar sendiri bkn nya mimpi buk itu knpa buk maaf kjadian ne sdh sering trjadi klu aku trlalu capek 
nyusu,menyusu,anak saya umur hri gak mau nyusu tp kalau air susu saya di sedot lalu dimasukan dalam dodot anak saya mau tolong kasi solusi agar anak saya mau nyusu tolng informasi nya y 
trlihat,terlihat,anak bulan blm bisa duduk knpa yaa sudah sering dlatiih sengaja di dudukan tp trlihat lemes jatuuh ksaamping
jwbnnya,jawab,dok sy mw tny sy dh pengeeeen bngt h tp haid sy krg tratur bln nov sy haid tgl des tgl jan tgl feb tgl kmrn dr dokter d ksh obat penyeimbang hormon gt yg mau sy tnykn kalo dilihat tgl haid sy itu masa subur sy bln ini tgl brp y dok sy berharap bln ini mksh jwbnnya dok 
dktr,dokter,sore dok sy baru menikah bulan lalu sy ingin segera memiliki momongan akhrnya sy cek k dktr kandungan dn trnyata d saluran terdapat radang jadi sy diberi obt suntik o dokternya tp bulan maret ini sy tdk meminum obt yg dibrikan skr shrusnya sy dpt haid tgl tp trnyta mundur sehari dan haidnya hanya hari dan sdikit sekali kmudian ada lagi nanti tdk ada lagi sambil kadang disertainrasa nyeri perut bagian bawah kira sy knp ya dok krn sy tdk prnh sprti ini sblmnya trmkh dokter 
dksh,dikasih,pagi dok saya pny anak usiax sdh bln tp berat badanx kurang minum asi tp dksh susu tmbahan anak q ggk mw llu gmn dok penyrlesaianx thnx
tlng,tolong,aslm met malam sy mw tnya klo hamil anggur itu sma ajj ky hamil kosong or bkn y mksh sblm y tlng d jwb 
plek,flek,selamat pagi dokter hpht sy tgl maret dan sampe sekarang tgl april belum haid lg seminggu yg lalu keluar plek bercak darah tp cm hr ku kira mau haid tp setelah itu gak ada lg keluhan sy dipayudara yg menjadi besar puting gelap dan sakit klo disentuh dan sembelit tp sy tdk merasakan pusing mual spt yg dirasakan pd kehamilan pertama pertanyaannya apa ini tandanya sy hamil kalau sy testpack apa sudah bisa diketahui hasilnya mohon jawabannya terimakasih
mlah,malah ,gimana sih bun biar brat bdan naeg saya udh usaha semaksimal mungkin tp jg segini aja hamil udh bulan tp blm jg kliatan mlah saya srg bget diare 
kiret,kuret,dok sya mu nanya diusia kandungan saya yg minggu hari sya ada kluar darh waktu saya kencing dan kluar flex tp dak banyak kata dokter kehamilan saya kosong dan harus dikuret tp saya gda merasa sakit pert seperti mulas atau kram gda yg saya bingung dulu saya emng da riwayt kuret juga tp waktu itu pert saya mules sakit trus darah flekya bayk sampai kluar darh trus hingga akhirya dokter bilng hrus kiret yg sya ingin tany knp kehamiln ini flek kluar sikit trus gda sakit pert sprti mulas tp knp dokter bilng saya hrus kiret 
trimaksh,trima kasih,mllm saya mw tny dok saya menikah maret menstruasi trakhir bln februari dan slesai hr bln maret stlh berhubungan tidak mens tp bln berikutnya sy mens untuk bln kedepannya bgmn ya dok gejala hampir sm sprti bln lalu flek hr dn perut keram trimaksh dok 
ngaruh,.,sudah hari saya ikut puasa apa ga ngaruh ke janin yg saya kandung
ngalamin,.,hai sya nikah bln november thn lalu terakhir haid tgl januari skrg sya telat hari dan sya ngalamin tnda hamil dan jg ada bercak pink kecoklatan tp sudah lima kali di tespack hasilnya negatif usg jg gak kliatan apa itu hamil 
spya,supaya,pgi ank saya usia bln jln akhir ini ssah mknnya apa prlu sya ksi vitamin spya nafsu mknnya kmbli smntra nc ank saya sya ksi prolacta dha baby tlg bntu dya dok agar nfsu mkn anak sya kmbli terima kasih dok nbunda tiwi
prolacta,.,pgi ank saya usia bln jln akhir ini ssah mknnya apa prlu sya ksi vitamin spya nafsu mknnya kmbli smntra nc ank saya sya ksi prolacta dha baby tlg bntu dya dok agar nfsu mkn anak sya kmbli terima kasih dok nbunda tiwi
byi,bayi,bun gmn y biar dede byi mau minum susu formula akhir in dy nolak mnum susu mo asi aja saat ini dede minum bmt platinum sbntar lg saya ud mo krja lg tar g bs dtggal lm 
sbur,subur,sya haid tiap tgl brarti msa sbur sya pd tgl brp 
mgg,minggu,dr saya dina mau tanya saya sudah thn bln nikah dulu saya sempet hamil tapi keguguran trus sampai sekarang pernikahan saya blom hamil lagi semenjak itu siklus haid saya tdk teratur kadang maju hari kadang mundur sampai mgg dok trus lama haid hari dok mnurut dr therapy apa ya biar cepet hamil apa saya perlu hsg dan kpn saya harus melakukan hub sex makasih dokter
biasax,biasanya,dok saya mau tanya saya hamil skrg uda msuk minggu punggung saya sering sakit apa emang biasax seperti itu ya dok maklum br anak pertama dok terima kasih dok 
trsa,terasa ,dokter knp perut sya sring trsa sakit iia
jwbannya,jawab,keluhan saya sedang menjalani hamil pertama umur kehamilan jalan bulan keluhan sya pada seluruh bdan saya merasa pegal trutama bagian pinggul ketika mw menganti posisi tidur miring kekanan kekiri dan saat posisi bangun trasa sakit kira kenapa ya mohon ditunggu jwbannya dan saran makasih bunda 
ngrasain,ngerasain,dok sy mau brtnya kn skrang sya sdh hmil mnggu hr tp hampir mnggu sya sring bgt ngrasain skit perut sprti mau dtng buln skit tu mmpengaruhi janin sya ga y dok sya tkt bgt dok dtnggu jwbnya y dok tanks 
smbuh,sembuh,anak sya bru berusia bln tp sdh pilek dr bln yg lalu dn smpe sekarang blum smbuh gmna cara penyembuhany thx
infox,infonnya,pagi dokter mau nanya sepupu saya haid pertamanya tanggal sept haid terakhir okt kira masa suburnya itu kapan yah sampai brapa hari terima kasih atas infox
bbrpa,,
trnyta,ternyata,sore dok sy baru menikah bulan lalu sy ingin segera memiliki momongan akhrnya sy cek k dktr kandungan dn trnyata d saluran terdapat radang jadi sy diberi obt suntik o dokternya tp bulan maret ini sy tdk meminum obt yg dibrikan skr shrusnya sy dpt haid tgl tp trnyta mundur sehari dan haidnya hanya hari dan sdikit sekali kmudian ada lagi nanti tdk ada lagi sambil kadang disertainrasa nyeri perut bagian bawah kira sy knp ya dok krn sy tdk prnh sprti ini sblmnya trmkh dokter 
trjadi,terjadi,selamat pagi anak sy umur bln sdh bln trakhr ini anak sy bab nya seminggu sekali anak sy ini asi pdhl sy sdh makan makanan brserat trs bubur dia jg sdh di ganti dgn bubur yg mlancarkan pncernaan tp tetap bab seminggu sekali gmna caranya ya biar amak sy bab lancar lg trs yg trjadi sm anak sy ini apakah normal makasih sebelumnya 
mrasakan,merasakan,ass bunda bunda sya mo tnya sudah hampir hari ini sya mrasakan pyudara sya skit trs akhr ni jga sya sering mrasa mual tp stlah sya tespack trnyta hasilnya ngatif msa prtama mens sya kmrin jga hnya hari bunda tnggl maret sya ingin priksakan ke bidan tp sya takut bgaimana ya bnda 
mrasa,merasa,ass bunda bunda sya mo tnya sudah hampir hari ini sya mrasakan pyudara sya skit trs akhr ni jga sya sering mrasa mual tp stlah sya tespack trnyta hasilnya ngatif msa prtama mens sya kmrin jga hnya hari bunda tnggl maret sya ingin priksakan ke bidan tp sya takut bgaimana ya bnda 
mlakukan,melakukan,dok saya mau tanya saya kb bulan tp kenapa stiap kali behubungan sm suami slalu keluar bercak kotor sperti darah pdhl sblm mlakukan hbgan tdk keluar tidak skit dok tp sya tkut apa ini memang efek dr kb ato ada masalah dgn rahim saya dok mohom solusi dok trima kasih
trimksih,trima kasih,sy menstruasi tgl april n pd hr yg ke empat smpai hr yg ke tujuh sy n suami mlkukn hubungn intim sy ingin tny adkah sy bole hamil dokter krna kami pn mengingnkn khmiln ini trimksih
komsumsi,konsumsi,maaf mnggagu dok sya br umur thn sudah menikah thn bln tpi saya blum juga d kasih momongan gimana ya biar saya cepat hamil dan vitamin apa yg harus saya komsumsi trimakasih
kenpa,kenapa,dok saya mau tanya sdh hri saya telat dtng bulan rasa ea mual mlh g bsa mkn nasi karna bau nasi sering kali saya merasa pusing bila k capean jka sktr jm an saya ngantk bwaan ea pgn tdr kira saya ini kenpa ya dok 
prksa,periksa,dok sya mu tnya tntang imunisasi skrg khmln sya mngnjak bln dri awal khmln sya prksa k dkter spog tp tdk prnh di imunisasi lalu prnh prksa ke bdn wktu usia khmln bln trs di imunisasi tp smpe usia khlmln bln ini bru x imunisasi kta bidan hrs nya udh x imunisasi prlu gk dok sya imunisasi lgi 
klwr,keluar ,pagi dok slm kenal mw tx seputar air susu nie sya udah hamil mgg hari namun air susu saya blm ada tnda klwr gmna ya dok pdhl tmen sya usia kndungan bln udah klwr asi ada yg bln bru klwr apakah ada sswtu pd asi sya dok mohon keteranganx trimakasih
soalny,soalnya,mau tnya usia kandungan blan berat janin gram itu nrmal gak ya bunda soalny kq usia blan banyak yg blang prut aq blm kliatan bgitu gede 
trmksih,trima kasih,slmt siang sy bety dikalimantan siklus mens sy tiap bln tdk trtur bgmana sy tahu msa sbur sy kpn sy ingin cpt pny ank trmksih 
sblmny,sebelumnya,sy lg dlm ms sbr tp trjdi kram pd perut apkh penyebabny trmksh sblmny ats jwbn yg akn diberikn 
biasany,biasanya,selamat pagi dok ada yg mau sy tanyakan saat ini saya sudah hamil menginjak pas bln saya selalu bangun jam pagi dari jam pagi sampai biasanya sy sdh selesai mgengerjakan smw kegiatn d rmh krn sdh tdk ada kgiatan lg sy jd sgt mengantuk dan biasany sy tertidur walaupun d depan tv yg sy tanyakan apakah boleh kalau d saat hamil tdur d pgi hri karena ada yg bilang tdk apa slma jgn tidur pgi slama habis melahirkan krn drh putih bs naik dilain sisi ada yg blg tdk boleh slm hmil krn darah putih akn naik mohon jwbanny dok yg betul u org hamil gmn terima kasih
terakhr,terakhir,dok sy haid terakhr sy tespack x hasilny positif tp minggu ke sya usg kog rahim sya masih kosong ya dok kira kpn baikny sya usg lgi ya dok terimakasih atas jawabanny dok 
dokt,dokter,dokt sy haid trakhir tgl april sy tp trs sy k prksa n usg tp msh kosong blm ada janin trs sy d ksh vitmn dsruh lg stlh obat hbs tp obt blm hbs sy keluar flek aj slma hr trs sy blm prksa lg kira knp y dok n bhya tdak pdhal sblmny sy lancar haid pling tlat hr aj 
haii,hai,haii infobunda putri saya berumur bln sekarang ini dia mempunyai kebiasaan isap jempolnya terutama pd waktu dia mau tidur atau tdk ada kegiatan yg ingin saya tanyakan apakah nantinya bisa dihilangkan kebiasaan tsb dan apakah ada resiko terhadap pertumbuhan jempol tangannya terimakasih infobunda 
sufornya,sufor,anak saya skrg umurnya bulan dia pilek sdh lama blm sembuh kata bifan mungkin alergi saya kasih asi tp kadang saya bantu sama formula sufornya saya kasih nutrilon soya
nyerinya,nyeri,met siang dok mf dok saya hamil sdh w dn yg mau saya tanyakan knp sekarang ini ska bgt sakit pantat sebelah apa lg klo abis duduk mau bagun tdk bs krn nyerinya dok mohon jawabanya ya trimakasih
sekli,sekali,khalisa skr bln bb lahir gr bb skr hny kg tgg cm msh batas normalkah full asi ga mau sufor sama sekli sewaktu uumur bln pernah sakit batuk selama mggsejak itu bb nya susah banget naik tapi makan alhamdulillah doyan ditunggu jawabannya yaa makasi 
ingn,ingin,saya br mnikah bulan desember wktu sy nkh br brs haid nah pas bln januari smpe skrg sy tdk dtng bln lg pas di tes hslx positif yg sy ingn tnykan kira usia kndungn sy skrg brp minggu y 
bidannya,bidan,dok saya baru hamil ansk pertama saya baru habis dri bidan bidannya bilang dd mya belum teraba padahal usia kandungan saya minggu apakah kandungan saya baik saja dok 
prtnyaan,pertannyaan,mba saya mau tanya km udh nkh thn tp blm dberi ktruna stlh km periksa kdktr dr hslny sperma suami saya yg aktf hanya sedikit prtnyaan saya ap yg hrs km lakukan dan mnta sarannya agar km dpt momongan mksh
tntang,tentang,dok sya mu tnya tntang imunisasi skrg khmln sya mngnjak bln dri awal khmln sya prksa k dkter spog tp tdk prnh di imunisasi lalu prnh prksa ke bdn wktu usia khmln bln trs di imunisasi tp smpe usia khlmln bln ini bru x imunisasi kta bidan hrs nya udh x imunisasi prlu gk dok sya imunisasi lgi 
msalah,masalah ,dok klo hamil bln kt keluar flek trus darah apa ada msalah dlm khamilan trus pert sya merasa keram punggung jg itu penyebab ny apa dok berbahaya apa tidk dan apa yg hrus di laku kn agar darah yg trus keluar berhenti 
trimksh,trima kasih,assalamualaykum dokter tanti sy mau tanya anak saya umur bulan tp dia ga mau makanan tambahan setiap dikasih dia nolak klo dipaksain jg kadang muntah knp tu ya dok gmn ya solusinya bahaya nggak klo ga dikasih mp asi trimksh dok
slsai,selesai,dok saya pernah ikut kb suntik satu bulan satu kali dan itu yg pertama kali saat saya mens kok g slsai ya masiih kluar kayak bercak gtu kadang juga banyak kluarnya apa yg terjdi y dok apa saya masiih memungkinkan pnya anak 
kluarnya,keluar,dok saya pernah ikut kb suntik satu bulan satu kali dan itu yg pertama kali saat saya mens kok g slsai ya masiih kluar kayak bercak gtu kadang juga banyak kluarnya apa yg terjdi y dok apa saya masiih memungkinkan pnya anak 
mnyusui,menyusui,puting susu saya kug pecah iia bun pdhl sya blm mnyusui gmn crana biar gag pcah
sbelum,sebelum,sore dok gm ap ada makanan tertentu buat penunjang lalau kita pingin bayi atw anak lako laki mksih dok sbelum ny 
truz,terus,dok apakah wanita hamil d minggu pertama akan selalu merasa lapar dan haus truz sering buang air kecil terima kasih 
obimin,.,pagi dok saya sekarang lg menjalani program hamil boleh g dari sekarang minum vitamin obimin tp gpp minum obimin sementara saya blum hamil msih dik sebelum ny 
bhkan,bahkan,dok sy mw tny lgi td pgi klwr tanda bercak darah tpi aneh nya knp smpe saat neh sy blm trasa mulas sy sdh prg ke bidan bhkan sdah di suntik tpi blm terasa mulas jg mhon sarannya trims
krena,karena,dok saya abis dkuret januari dri dulu sbelum saya hamil bahkn sblum menikah tiap haid keluar seperti sebentuk daging kecil perut trasa sakit sekali sesaat sebelum itu akan keluar apa itu clon baby ya tp stelah dkuret sampe skarang sya tidak mengalami hal itu lg apa ada pengaruhnya krena smpe skarang sya blum hamil lg mhon penjelasanya dok 
sdkt,sedikit,anak sy laki usia th saat ini sdg sariawan d bibir bwh bibir atas gusi bwh sptnya mau sariawan jg d lidahnya krn sdh merah sy sdh ksih larutan pnyegar kaki tp msh blm sembuh pdhal biasanya sk sembuh apa krn tll byk sariawannya krn biasanya sariawannya cm krn sariawannya itu dia jd ga mau mkn paling hnya mnm susu uht milo energen itupun hnya sdkt susah skali ada obat sariawan khusus utk anak th ga dok bgmn caranya spy dia mau mkn mskipun lg sariawan apa sariawan pd anak kcl wajar dok tdk ada pnyakit yg mbahayakn kn dok mohon penjelasannya terima kasih 
obgyn,.,tgl feb saya kuret uk minggu siklus haidnya sejak bulan pertama pasca kuret sudah normal kata obgyn kalau siklus haidnya sudah normal kemungkinan hamil itu cepat bagaimana caranya agar saya bisa hamil lagi yh dok
asslm,assalamualaikum,asslm knp ya dok kl sy kb suntik yg stu bln maupun yg bln slalu pusing 
ambeyen,ambeien,siang dok dok saya ada ambeyen d anus tapi belum parah kok gimana ya dok cara mengatasinya 
berhub,berhubungan,dr saya kan bln ini haid banyak sekali perut terasa mulas dan lama nya saya ikut th u hamil haid saya tdk seperti sebelumnya yg lamanya hari trus setelah selesai haid saya berhub intim hari kemudian saya keluar flek coklat setelah itu tdk keluar lagi dok menurut doktr knp ya bahaya tdk ya dok saya rasain kadang payudara saya kencang dan sakit makasih dokter
kdokter,dokter ,gmana cara mengatasi batuk pilek pada bayi imir blan apa harus kdokter atau cukup banyak minum aja obat tradisional apa yang cocok makasih 
kpala,kepala,pgi dok mau hari ini bdn saya sakit semua pegel dari ujung kpala sampai kaki itu knp ya dok apa ada efeknya dari saya gendong baby saya terus krna baby nya keseringan digendong klo ga di gendong dia nangis kalo saya harus rutin minumvitamin spa ya vitamin nya merk terima kasih
sdgkn,sedangkan,dok saya mau tanya pd usia kehamilan barapa minggu maksimal ibu hamil masih bisa naik pesawt berhubng usia kehamilan saya sktg sdh minggu dan ingin melahirkan di kota kelahiran saya medan sdgkn sya skrg bernomisili di kalimantan selatan trimakasih sblmnya dok 
berenti,.,dok mau tanya saya lg hamil minggu trs tiba keluar darah tp tidak berupa gumpalan cuma seperti cairan apakah it berbahaya yaa dok buat janin saya makanya saya minum obat penguat vitamin dan skrng sudah berenti darahnya apa it termasuk keguguran yaa dok tetima kasih
bedrest,bed rest,sudah hampir minggu tulang kemaluan saya sakit spt di injak lantaran saya kecapean naik turun tangga kebetulan dokter kandungan saya sedang cuti minggu lebih alhasil saya baru usg seminggu yg lalu dilain pihak janin saya bgitu aktif nendang perut saya sec berkala ternyata dokter saya blg mulut rahim saya terbuka dan saya mengalami kontraksi saya dianjurkan bedrest namun sampai skrg mulut rahim saya msh sakit kira apa yg harus saya lakukan yah 
bertnya,bertannya,dok sya mau bertnya setelah nifas dan haid pertama sampai skrng sy blum haid lg sy ibu menyusui baby sy skrng umur bulan dan mau tnya juga kb apa yg cocok untuk ibu menyusi sprti saya trimaksh
brhnti,berenti,siang dok dok sya prtma haid bln ini tggl dn brhnti tgll nah tgl itu sya berhubungan hri ini kok sya mrsakn dr smlm kok perut bag bwah sblh kiri kedutan dn kdg pindah k kanan p skrg jg kedutan apalagi kl malam trasa skali tp ga skit bru kali ini sya kedutan apkah itu msa subur ato knp gtu trimakasih 
smlm,malam,siang dok dok sya prtma haid bln ini tggl dn brhnti tgll nah tgl itu sya berhubungan hri ini kok sya mrsakn dr smlm kok perut bag bwah sblh kiri kedutan dn kdg pindah k kanan p skrg jg kedutan apalagi kl malam trasa skali tp ga skit bru kali ini sya kedutan apkah itu msa subur ato knp gtu trimakasih 
berpa,berapa,hai bun saya mau tnya nie tentang masa subur kemaren saya priod tgl maret so saya mau tau masa subur nya hari ke berpa yh tp bulan nie aneh saya priod cuma hari sj mksih
kndungn,kandungan,saya br mnikah bulan desember wktu sy nkh br brs haid nah pas bln januari smpe skrg sy tdk dtng bln lg pas di tes hslx positif yg sy ingn tnykan kira usia kndungn sy skrg brp minggu y 
jwbnya,jawab,ass doc sy mau brtanya langsung tentang nyeri haid pas dtg bulan dr sy blm menikah hgga sy sudah punya anak knpa ms sering mrsakan sakit bila bulan sy dtang ats jwbnya trmksh bnyak 
ntar,entar,tgl saya melahirkan anak prtama kami secara cesar skrng anak ku brumur th yg mo saya tanyakan blh gak saya hamil lg dok apa tdk ada resikonya mengingat saya mlahirkan secara cesar trs jahitan saya keringnya lama skitar bln krn lipitan lemak d perut saya saya takut lek hamil ntar jahitan d dlm perut ntar sobek dok gara perut tmbh besar tiap bulannya
bhya,bahaya,dok sya mw tnya sya dh hmil minggu tp mengluarkan kputihan bnyak bgt wrnnya putih tp kental setiap priksa sya tnya k dokter ktnya g msalah yg sya tnykan apkah it bhya n dptkah sya mlhirkan scra normal 
skrg,sekarang ,selamat malam bun saya mau tanya saya pernah keguguran waktu umur kandungan bln sma dokter gak d kuret cuma d ksih obat aja slama satu bulan masih keluar darah dr kjadian itu smp skrg udh bln blm prnh dpt haid trus skrg sprti ada tanda hamil lagi yg jadi prtanyaan klo saya hamil berapa umur kandungan saya gimama cara menghitungnya krn setau saya umur khamilan d htung dari hpht mhon infonya terimakasih 
kemrin,kemaren,salam kenal dok sy pasutri baru mulai awal bulan ini saat menikah kemrin sy haid dan bersih hari ke lalu sempat koitus kemudian hari ke trnyata keluar darah hitam sedikit smpai hari ke sdh keluar cairan keruh kemudian sy periksa ke dr kandungan krn memang haidku sdh hampir tahun bermslh haid panjang mkx memberanikan diri periksa dan dokter lihat usg kandungan baik sj lalu di inspeklum hasil byk keputihan dan dinding mulut rahimku gampang robek sehingga membrikan obat anti fungi oral antibiotik antiperdarahan obat pengatur hormonal stlh kukonsumsi haid sdh tdk keluar namun yg menjadi heran kenapa hari kmrin tiba keluar darah merah segar lalu sljut sampai skrg keluar darah hitam padahal wkt haidku nnt tgl juni apa yg menyebabkan hal i bs terjadi 
jwban,jawab,bu saya mau tanya boleh berhubungan tidak dengan suami dengan keadaan hamil minggu saya takut keluar darah lagi seperti kemaren dari setelah kluar darah itu saya tidak berhubungan mohon jwban nya 
trkhr,terakhir,pagi dok smoga sht slalu dok sy hml w d trkhr saya usg usia w stlh sy usg baru ada kantung janin n pmbesaran rahim normalkah dok khmln saya ini dan bgmna rasa perut ibu hamil janin yg berkembang dan tidak berkembang mhon pnjelasanny dok trima kasih
pkai,pakai,askalmlaykum bunda sy mhon solusinya dlu sy hamil pertma tp umur blan byiku mengal dlm rahim kjdr ahrx sy di kuret d rmah skit dkter mxrnkn agar sy pkai sntk kb dlu bln dan bln juni lalu sy sdah brnti sntik kb udah bln tp knpa ya bun sy blm hmil jugak pdhl kmi sgt mentikn khdrn anak dlm rmh tngga kmi mhn slusix bun wsslam 
belekan,.,ank saya berusia bln mata kiri ank saya belekan bru hri tp matanya gak merah ataupun bengkak hanya slalu belekan ky sakit mata gtu di banding mata sbelah kanan nya normal biasa knp ya bisa begitu apa penyebabnya dan harus di atasi seperti apa mohon infonya ya trmksh banyak 
bntu,bantu,pgi ank saya usia bln jln akhir ini ssah mknnya apa prlu sya ksi vitamin spya nafsu mknnya kmbli smntra nc ank saya sya ksi prolacta dha baby tlg bntu dya dok agar nfsu mkn anak sya kmbli terima kasih dok nbunda tiwi
aslm,assalamualaikum,aslm met malam sy mw tnya klo hamil anggur itu sma ajj ky hamil kosong or bkn y mksh sblm y tlng d jwb 
tnpa,tanpa,ank saya berumur bln lbh jln bln bru saya cb kasi bubur buatan sndri tnpa saya saring tp sya buatnya sdkit halus bleh k dlm bubur anak saya ksi royco atw garam nterima kasih sblmnya nbunda tiwi
kmdian,kemudian,dok usia khmln sya skrg mnggu dlu sya prnh hamil tp mola hamil anggur trs sya di kuret dok tp smnggu kmdian ktany msh ada sisa jdi hrs di kemoteraphi krng lbh setahun kmdian sya hmil lg dok dan alhmdlh dgn khmln yg normal dan skrg mnginjak mnggu yg ingin sya tnyakn apa ada pngaruhnya pda janin sya dok yg skrg dlm kndung jka ia lhir nnti brhubung sya prnh mnjlni kemoteraphi sya tkut dok mhon infonya ya 
cman,cuman,wajar k jika ank umur bln jlan bln brat bdannya cman kg jika tdk wajar apa yg hrs saya lakukan trima kasih atas bantuanx
